link,title,price,neighborhood,movein,size,attributes,description,latitude,longitude
http://sfbay.craigslist.org/eby/roo/6094812146.html,"$350/wk Furnished rm/studioConcord,walktoBART,nrDVC,WCreek",350.0,concord / pleasant hill / martinez,,,"['furnished', 'laundry on site', 'off-street parking', 'private bath', 'private room']"," Furnished studio in a convenient location in Concord, near BART, walk to bus stops, groceries, restaurants, businesses. It is like an in-law unit or cottage on the side of the main house. Has access to washer and dryer. Has big yard for gardening, relaxing and barbecue. Studio has its own entrance, has a bathroom, small kitchen with refrigerator,bed, desk, chair, TV with cable, wifi. Easy access to freeway. Near DVC and John Muir & Mt Diablo hospitals. Just bring in your clothes. Has a large yard for relaxing, gardening, barbecue. Pls. call show contact info or email with your name, tel. no and when you need a rental. Short/long term tenants OK. Ideal for newly relocated workers, interim housing, students or anybody who want a furnished rental. Available now. It is near the border line of Pleasant Hill, Concord and Walnut Creek, Near Martinez, Clayton and other Contra Costa and East Bay cities. ",37.9823,-122.0362
http://sfbay.craigslist.org/eby/roo/6094813327.html,"Short/long term,furnished rm,has wifi,kitchen,laundry$40-55/day,nr all",40.0,concord / pleasant hill / martinez,,,"['furnished', 'laundry on site', 'off-street parking', 'no private bath', 'private room']"," Furnished room in a charming home,with a large lovely yard. It has a bed, beddings, wifi, cable, dresser. Home is walking distance to bus stops, shops, restaurants, groceries, park, businesses, library, park Can use amenities of the home like furnished kitchen, living/dining area, washer and dryer, wifi, cable, and big yard for barbecue, gardening. Can go to the BART station and go to different cities. CALL show contact info short/long term OK. Just bring in your clothes, room fully furnished. Easy access to freeway. Near Walnut Creek (John Muir, Kaiser, t Diablo), Pleasant Hill (DVC), Tesoro, Shell, Chevron, Martinez, Pittsburgh and other surrounding cities. Near John Muir & Mt Diablo Hospital and DVC. ",37.9841,-122.0119
http://sfbay.craigslist.org/eby/roo/6071970913.html,"Walk to BART,furnished rm,nr all, short/long term,$350/wk,has wifi,kit",350.0,concord / pleasant hill / martinez,,,"['furnished', 'laundry in bldg', 'off-street parking', 'no private bath', 'private room']"," Cozy furnished room in a lovely home, walking distance to BART, groceries, bus stops, easy access to freeway. Lovely room has a a large bed, beddings, TV, cable, internet, desk, dresser. Has access to fully equipped kitchen, laundry, lovely front & back yard. Convenient location, near bus stops, groceries, restaurants, businesses, cinema, shopping centers, park. You can also take the BART train to go to various cities in the SF Bay Area. CALL show contact info Just bring in your clothes. $350 a week. It can also be long term. There is a fully equipped kitchen and access to wifi, cable, washer & drye; lovely front & back yards. Like staying in a home like atmosphere. Ideal for newly relocated workers, interim housing, or long term housing . Has secured parking in a fenced compound. A few blocks to Pleasant Hill, near DVC, Walnut Creek (JMuir, Mt Diablo, Kaiser Hosp), Clayton, Martinez (Shell, Tesoro) Oakland, Berkeley, SF, Orinda, San Ramon, Danville.. ",37.9823,-122.0362
http://sfbay.craigslist.org/eby/roo/6071971924.html,"$40-$55/day,walk to BART,short/long term,nr all,has wifi$40-55/day",40.0,concord / pleasant hill / martinez,,,"['furnished', 'laundry on site', 'off-street parking', 'no private bath', 'private room']"," Furnished room,walk to downtown Concord BART in a nice hm, lovely yard. It has a bed, beddings, wifi, cable, dresser. Home is walking distance to bus stops, near shops, restaurants, groceries, park, businesses, library, park Can use amenities of the home like furnished kitchen, living/dining area, washer and dryer, wifi, cable, and big yard for barbecue, gardening. Driveway parking. CALL show contact info Short/long term OK. Just bring in your clothes. very convenient location. Easy access to freeway. Near Walnut Creek (John Muir, Kaiser, Mt Diablo), Pleasnt Hill (DVC), Martinez (Tesoro, Chevron,Shell), Pittsburg and other surrounding cities. Near John Muir; Mt Diablo Hospital and DVC. ",37.9841,-122.0119
http://sfbay.craigslist.org/eby/roo/6075679388.html,"Furnished rm,Pittsburg,nr all,can use amenities,wifi,kitchen,laundry",725.0,pittsburg / antioch,,,"['furnished', 'w/d in unit', 'off-street parking', 'no private bath', 'private room']"," Nice furnished room in a home in Pittsburg, near the Concord border. You can take it by taking Kirker Pass in Concord or Highway 4. You can walk to all conveniences, restaurants, groceries, bus stops, shops, businesses, banks, park, etc. Room is furnished with a bed, beddings, dresser, TV, closet, etc. Can use amenities of the home like the internet, TV cable, kitchen, living room, dining area, two bathrooms, nice yard with trees and flowering plants. Near Los Medanos College, Sutter Hospital, Park and can also take Pittsburg Bart to go to different cities in the Bay Area. Pls. call show contact info or email with your name, tel no and when you need the rental. Short or long term ok. Near Concord, Pleasant Hill (DVC), Clayton, Martinez (Tesoro, Shell), Pleasant Hill & other Contra Costa cities. ",38.0031,-121.9172
http://sfbay.craigslist.org/eby/roo/6069563062.html,"Furnished rm,Pittburg,near all,use amenities,kitchen$35-50 a day",35.0,pittsburg / antioch,,,"['furnished', 'w/d in unit', 'off-street parking', 'no private bath', 'private room']"," Furnished room in a newly remodeled clean home in Pittsburg, near the Concord border by Kicker Pass, walk to all conveniences, restaurants, groceries, bus stops, shops, businesses, banks, park, etc. Room is furnished with bed, beddings, dresser, TV, closet, etc. Can use amenities of the home like the fully equipped kitchen, living room, dining area, two bathrooms, nice yard with trees and flowering plants. Pls. call show contact info or email with your name and tel no and when u need the rental. Near Martinez, Pleasant Hill; other Contra Costa cities. Short/long term ok. $35-45/day. 7 days minimum. ",38.0031,-121.9172
http://sfbay.craigslist.org/eby/roo/6076840381.html,"Furnished rm,Pittburg,nr all,use amenities,wifi,kitchen,laundry",35.0,pittsburg / antioch,,,"['furnished', 'w/d in unit', 'off-street parking', 'no private bath', 'private room']"," Nice furnished room in a home in Pittsburg, near the Concord border. You can take it by taking Kirker Pass in Concord or Highway 4. You can walk to all conveniences, restaurants, groceries, bus stops, shops, businesses, banks, park, etc. Room is furnished with a bed, beddings, dresser, closet, etc. It can be unfurnished .Can use amenities of the home like the kitchen, living room, dining area, two bathrooms, nice yard with trees and flowering plants. Near Los Medanos College, Sutter Hospital, Park and can also take Pittsburg Bart to go to different cities in the Bay Area. Pls. call show contact info or email with your name, tel no and when you need the rental. Short or long term ok.Minimum a week or longer. Near Concord, Pleasant Hill (DVC), Clayton, Martinez (Tesoro, Shell), Pleasant Hill & other Contra Costa cities. ",38.0031,-121.9172
http://sfbay.craigslist.org/eby/roo/6069543630.html,"Nice furnished rm,Pittburg,nr all,use amenities,wifi,kitchen,laundry",780.0,pittsburg / antioch,,,"['furnished', 'w/d in unit', 'off-street parking', 'no private bath', 'private room']"," Nice furnished room in a home in Pittsburg, near the Concord border. You can take it by taking Kirker Pass in Concord or Highway 4. You can walk to all conveniences, restaurants, groceries, bus stops, shops, businesses, banks, park, etc. Room is furnished with a bed, beddings, dresser, closet, etc. It can be unfurnished .Can use amenities of the home like the kitchen, living room, dining area, two bathrooms, nice yard with trees and flowering plants. Near Los Medanos College, Sutter Hospital, Park and can also take Pittsburg Bart to go to different cities in the Bay Area. Pls. call show contact info or email with your name, tel no and when you need the rental. Short or long term ok. Near Concord, Pleasant Hill (DVC), Clayton, Martinez (Tesoro, Shell), Pleasant Hill & other Contra Costa cities. ",38.0031,-121.9172
http://sfbay.craigslist.org/eby/roo/6072792585.html,"Walk to BART,furnished rm,nr all, short/long term,$350/wk,has wifi,kit",350.0,concord / pleasant hill / martinez,,,"['furnished', 'laundry in bldg', 'off-street parking', 'no private bath', 'private room']"," Cozy furnished room in a lovely home, walking distance to BART, groceries, bus stops, easy access to freeway. Lovely room has a a large bed, beddings, TV, cable, internet, desk, dresser. Has access to fully equipped kitchen, laundry, lovely front & back yard. Convenient location, near bus stops, groceries, restaurants, businesses, cinema, shopping centers, park. You can also take the BART train to go to various cities in the SF Bay Area. CALL show contact info Just bring in your clothes. $350 a week. It can also be long term. There is a fully equipped kitchen and access to wifi, cable, washer & drye; lovely front & back yards. Like staying in a home like atmosphere. Ideal for newly relocated workers, interim housing, or long term housing . Has secured parking in a fenced compound. A few blocks to Pleasant Hill, near DVC, Walnut Creek (JMuir, Mt Diablo, Kaiser Hosp), Clayton, Martinez (Shell, Tesoro) Oakland, Berkeley, SF, Orinda, San Ramon, Danville.. ",37.9823,-122.0362
http://sfbay.craigslist.org/eby/roo/6076834904.html,"Nice furnished rm,Pittburg,nr all,use amenities,wifi,kitchen,laundry",,pittsburg / antioch,,,"['furnished', 'w/d in unit', 'off-street parking', 'no private bath', 'private room']"," Nice furnished room in a home in Pittsburg, near the Concord border. You can take it by taking Kirker Pass in Concord or Highway 4. You can walk to all conveniences, restaurants, groceries, bus stops, shops, businesses, banks, park, etc. Room is furnished with a bed, beddings, dresser, closet, etc. It can be unfurnished .Can use amenities of the home like the kitchen, living room, dining area, two bathrooms, nice yard with trees and flowering plants. Near Los Medanos College, Sutter Hospital, Park and can also take Pittsburg Bart to go to different cities in the Bay Area. Pls. call show contact info or email with your name, tel no and when you need the rental. Short or long term ok. Near Concord, Pleasant Hill (DVC), Clayton, Martinez (Tesoro, Shell), Pleasant Hill & other Contra Costa cities. ",38.0031,-121.9172
http://sfbay.craigslist.org/eby/roo/6069540112.html,"$35-$50/day,walk to BART,short/long term,nr all,has wifi,laundry,park",35.0,concord / pleasant hill / martinez,,,"['furnished', 'laundry on site', 'off-street parking', 'no private bath', 'private room']"," Furnished room,walk to downtown Concord BART, nice hm, lovely yard. It has a bed, beddings, wifi, cable, dresser. Home is walking distance to bus stops, near shops, restaurants, groceries, park, businesses, library, park Can use amenities of the home like furnished kitchen, living/dining area, washer and dryer, wifi, cable, and big yard for barbecue, gardening. Parking. CALL show contact info Short/long term OK. Just bring in your clothes. Easy access to freeway. Near Walnut Creek (John Muir, Kaiser, Mt Diablo), Pleasnt Hill (DVC), Martinez (Tesoro, Chevron,Shell), Pittsburg and other surrounding cities. Near John Muir; Mt Diablo Hospital and DVC. ",37.9841,-122.0119
http://sfbay.craigslist.org/eby/roo/6104169313.html,"Nice furnished rm,Pittburg,nr all,use amenities,wifi,kitchen,laundry",850.0,pittsburg / antioch,,,"['furnished', 'w/d in unit', 'off-street parking', 'no private bath', 'private room']"," Nice furnished room in a home in Pittsburg, near the Concord border. You can take it by taking Kirker Pass in Concord or Highway 4. You can walk to all conveniences, restaurants, groceries, bus stops, shops, businesses, banks, park, etc. Room is furnished with a bed, beddings, dresser, closet, etc. It can be unfurnished .Can use amenities of the home like the kitchen, living room, dining area, two bathrooms, nice yard with trees and flowering plants. Near Los Medanos College, Sutter Hospital, Park and can also take Pittsburg Bart to go to different cities in the Bay Area. Pls. call show contact info or email with your name, tel no and when you need the rental. Short or long term ok. Near Concord, Pleasant Hill (DVC), Clayton, Martinez (Tesoro, Shell), Pleasant Hill & other Contra Costa cities. ",38.0031,-121.9172
http://sfbay.craigslist.org/eby/roo/6108157872.html,"Nice furnished rm,Pittburg,nr all,use amenities,wifi,kitchen,laundry",695.0,pittsburg / antioch,,,"['furnished', 'w/d in unit', 'off-street parking', 'no private bath', 'private room']"," Nice furnished room in a home in Pittsburg, near the Concord border. You can take it by taking Kirker Pass in Concord or Highway 4. You can walk to all conveniences, restaurants, groceries, bus stops, shops, businesses, banks, park, etc. Room is furnished with a bed, beddings, dresser, closet, etc. It can be unfurnished .Can use amenities of the home like the kitchen, living room, dining area, two bathrooms, nice yard with trees and flowering plants. Near Los Medanos College, Sutter Hospital, Park and can also take Pittsburg Bart to go to different cities in the Bay Area. Pls. call show contact info or email with your name, tel no and when you need the rental. Short or long term ok. Near Concord, Pleasant Hill (DVC), Clayton, Martinez (Tesoro, Shell), Pleasant Hill & other Contra Costa cities. ",38.0031,-121.9172
http://sfbay.craigslist.org/eby/roo/6072177364.html,Master Bedroom,,fremont / union city / newark,,,"['private bath', 'private room']"," Room for rent in a Single Family Home in Fremont - Master Bedroom with private bathroom - First and last month's rent required - Fremont, $1100 - No pets, smoking, no guest. - Tawag sa, Call show contact info ",,
http://sfbay.craigslist.org/eby/roo/6108137855.html,"Valable Soon, Private entry, Private room, Furnished, Quiet",950.0,albany / el cerrito,,,"['furnished', 'w/d in unit', 'no smoking', 'no private bath', 'private room']"," For single occupancy only Very Rarely open, nice, quiet, safe, convenient with Private Entry, Private TV , VCR, WIFI, ++Size room is about 16'x16' well furnished, leather sofa, desk, drawers, close, wool carpet ++Large Kitchen( share with a student who does not cook), dinner area, provide all cooking appliances: Microwave, Toaster over, Coffee maker, pots, dishes, Rice Cooker ++In door washing machine, Sun Dryer in the back yard ++Short Walking to Public transportation, Bart, Bus: ++About 4 minutes by Bart, 15-20 minutes to reach University-Berkeley, Bus is free for student ++ About 20-25 minutes by Bart, Bus to S.F, or drive 13 miles, or car pool ++By Foot to get anything you want: Shops, Banks, Restaurants, Trade Joe, Natual food, farms market ++Easy get on Free way I-80, 580, Hwy-4, 101 ++Very nice, quiet, safe, nice residency, across street is Park, Tennies Court ++Free Street parking clean, safe, nice always available, neighbors highly educated ++Across Street is Park, Tenises Court, Swimming pool at head of ST NO smoker, No pets, NO a GUEST STAY OVERNIGHT Rent is $950, add Utilities, Deposit $1000, Verify your income and background check, employment Reply with valid phone number, touch bases ",,
http://sfbay.craigslist.org/eby/roo/6072177987.html,Room for Rent,,fremont / union city / newark,,,"['no private bath', 'private room']"," Room for rent in Fremont - Fremont blvd/Decoto - $800, First and last month's rent required - No pets, smoking, no guest. - Tawag sa, Call show contact info ",,
http://sfbay.craigslist.org/eby/roo/6108135272.html,Looking for roommate -- Available from April 28th,1100.0,hayward / castro valley,2017-04-05,130,"['w/d in unit', 'no smoking', 'street parking', 'private bath', 'private room']"," Its a new single family home in Hayward. The room comes with a closet and private bath. Utilities such as water, sewage, trash, electricity, wifi are included in the rent price. Laundry is within the unit. Looking for a minimum of 6 months to 1 year lease. Its located at 0.5 miles to Hayward Bart Station. Easy access to freeways. Its 4 miles to Chabot college and 3 miles to CSUEB University. 2.4 miles to Southland mall. 0.5 miles to Costco, grocery stores and Hayward Downtown. Looking for an educated, well mannered working professional or student who currently have a full time job. Ideal for professionals who are working in SF/ Pleasanton/ Fremont/ other side of the bay and its convenient to Hayward Bart Station, easy access to freeways. Only one person per room, sorry we are not looking for couples or 2 adults for this room. This room is ideal for someone who has less belongings to move in. Requesting you to be clean, follow house rules, no smoking, no drinking, no pets(sorry). No drama, be mindful of others. No overnight guests. Deposit 1 month rent in advance. Need paystubs and SSN as proof and a background check will be done. Before you respond to this ad, please take a moment to respond the following questions. 1. Your age? 2. Whats your job title ? 3. Where do you work ? location(is enough)? 4. Your linkedIn profile? (to prove you are real) or contact number 5. Tell us a bit about yourself? your hobbies, interests, what do you do in free time during the weekends or holidays? Thanks for your time. ",37.674,-122.0894
http://sfbay.craigslist.org/eby/roo/6108134777.html,Looking for roommate -- Available from April 28th,1100.0,hayward / castro valley,2017-04-10,130,"['w/d in unit', 'no smoking', 'street parking', 'private bath', 'private room']"," New single family home in Hayward. The room comes with a closet and private bath. Utilities such as water, sewage, trash, electricity, wifi are included in the rent price. Laundry is within the unit. Looking for a minimum of 6 months to 1 year lease. Its located at 0.5 miles to Hayward Bart Station. Easy access to freeways. Its 4 miles to Chabot college and 3 miles to CSUEB University. 2.4 miles to Southland mall. 0.5 miles to Costco, grocery stores and Hayward Downtown. Looking for an educated, well mannered working professional or student who currently have a full time job. Ideal for professionals who are working in SF/ Pleasanton/ Fremont/ other side of the bay and its convenient to Hayward Bart Station, easy access to freeways. Only one person per room, sorry we are not looking for couples or 2 adults for this room. This room is ideal for someone who has less belongings to move in. Requesting you to be clean, follow house rules, no smoking, no drinking, no pets(sorry). No drama, be mindful of others. No overnight guests. Deposit 1 month rent in advance. Need paystubs and SSN as proof and a background check will be done. Before you respond to this ad, please take a moment to respond the following questions. 1. Your age? 2. Whats your job title ? 3. Where do you work ? location(is enough)? 4. Your linkedIn profile? (to prove you are real) or contact number 5. Tell us a bit about yourself? your hobbies, interests, what do you do in free time during the weekends or holidays? Thanks for your time. ",37.674,-122.0894
http://sfbay.craigslist.org/eby/roo/6108118850.html,Room/bath in house $1400 per month,,san leandro,,,"['w/d in unit', 'no smoking', 'street parking', 'private bath', 'private room']"," Large room and private bath available in my three bedroom/two bath home. Access to kitchen, family room and back yard (which has a garden and fire pit area), parking and laundry in garage. All utilities are included. Room can be furnished with twin bed, desk and dresser if you need it. Otherwise it can be unfurnished. Open to a year lease or month to month, but must commit to at least 6 month. No smoking of any kind or pets. Close to 880, 580, and Bart. Easy commute to SF or Oakland on Bart. ",,
http://sfbay.craigslist.org/eby/roo/6089092081.html,GREAT ROOM WITH STUNNING VIEW,900.0,vallejo / benicia,,,"['furnished', 'laundry on site', 'no smoking', 'street parking', 'private bath', 'private room']"," LOCATION, LOCATION, LOCATION... THIS ROOM IS IN THE BEST AREA IN VALLEJO CLOSE TO NAPA, NOVATO,FAIRFIELD, VACAVILLE AND AMERICAN CANYON. IT IS SAFE, SECURE, SERENE, AND SIMPLY STUNNING... IT IS BRIGHT AND COZY WITH A PRIVATE BATHROOM. IT IS IN A GATED COMMUNITY, SECURITY PATROLS, BEAUTIFUL LANDSCAPING. IT IS IN A LUXURY HOME WITH ALL BRAND NEW APPLIANCES & TOP NOTCH AMENITIES. IT IS VERY CLOSE TO EVERYTHING AND EVERYWHERE... IT IS A 2 MINUTES DRIVE TO HIGHWAY 29, 37, & 80. ALSO, LESS THAN 10 MINUTES TO 680 & 780. IT IS A 2 MINUTES DRIVE TO MAJOR RESTAURANTS & SHOPPING CENTERS. IT IS A 10 MINUTES WALK TO THE MOVIE THEATRE. PLEASE CALL CHARLIE @ show contact info FOR A QUICK PHONE INTERVIEW AND A POSSIBLE SHOWING... NO PETS NO DRUGS NO GUESTS NO SMOKING ",38.0985,-122.2124
http://sfbay.craigslist.org/eby/roo/6090647107.html,Rooms and shares &#26377; 2 &#25151;&#20986;&#31199;,520.0,oakland east,,,"['laundry on site', 'street parking', 'private bath', 'private room']"," 有 2 房出租 with PRIVATE ENTRY security gate. $520 and $550 Looking for 2 roommates 在 Oakland and san leandro. If you are interest please text me Thanks. 乾淨安靜 水,電, 垃圾 適合女學 roommate needed female only. 禁止吸 不能有寵物 ** email me thanks. 請電: 510 二四0 - 2626 ",37.7402,-122.171
http://sfbay.craigslist.org/eby/roo/6078311605.html,Nice quite house /room share,600.0,pittsburg / antioch,,,"['private bath', 'private room']", Great parking Quite neighborhood Central air and heat Washer dryer in house Wifi internet Cable ready Fireplace Great size room/ mirror closet doors Near shooing / hyw 4 Professional needed Respect privacy Scheduled home Cleaning and maintenance fee 300 non refunded / not asking for deposit Utilities are included depending on significant usage common rules and regulation and may vary For more info please call show contact info Thank you ,37.9658,-121.7758
http://sfbay.craigslist.org/eby/roo/6108106594.html,Room for rent coming up next weekend May 6 $600/month w/utilities,,fremont / union city / newark,,,"['w/d in unit', 'off-street parking', 'no private bath', 'private room']"," Hello I am a single mom with 4 children. I am currently in need of a FEMALE roommate who's responsible and have no bad habits. We are a very well educated, and respectful family. I do not want a trouble person around my children so I will be very careful with who will be willing to share my apartment with good behavior and respect. I do speak Spanish. Thank you and please don't waist my time or yours with dumb questions or with no job. Thanks, ",37.5368,-122.032
http://sfbay.craigslist.org/eby/roo/6108093336.html,Private Quiet Room ( Nice Safe Neighborhood ),700.0,walnut creek,2017-05-01,175,"['no private bath', 'private room']"," Furnished ( Bed, Dresser, Table, Chair ) No Extra Charge or Unfurnished ( Your Choice ) Large Windows with double mirrored closet doors Shared Bathroom ( always kept clean ) This is an very quiet environment for someone who enjoys a quiet living space . INCLUDES : All Utilities except pge High Speed Internet Access / Cable TV Personal Refrigerator & Microwave &Toaster; Oven Lots of Parking ( safe neighborhood ) Laundry facility available Available : May 1, 2017 Not Allowed : Smoking Not Allowed : Pets If interested, please tell me a little about your situation and leave a contact number. Thank You . ",37.8753,-122.0703
http://sfbay.craigslist.org/eby/roo/6108089333.html,Lovely furnished bedroom with private bath .,1150.0,dublin / pleasanton / livermore,,,"['laundry on site', 'no smoking', 'private bath', 'private room']"," Furnished bedroom with your private bathroom and large closet .Home is newly remodeled in Pleasanton near Bart Market and freeway. You will have full privacy to your room. You will be kind of living in a nice house and not just a room. Note: The room is for a single person occupancy only (sorry but no overnight guest) Looking for responsible clean individual,working professional outside the home. Light on cooking is prefer . No smoking, no drugs or alcohol , no pets , quiet and peaceful life style . *rent: $1150 included (PGE, water, hi-speed internet, garbage) *security deposit: 500$. *bathroom is beside the room. *parking: easy street parking right out front *location:Valley Ave and Santa Rita Rd House has. -Beautiful Kitchen with granite counter tops. -Quiet no children, clean and well managed -Washer and Dryer access -Walking distance to park -Close to Dublin/Pleasanton Bart, ACE train. -Close to freeways (580 & 680) APPOINTMENTS MUST PROVIDE: Driver license First, Last, Security. Please provide proof of income and a copy of your recent credit report. ",37.67653,-121.874167
http://sfbay.craigslist.org/eby/roo/6099757884.html,"ROOM FOR RENT IN DUBLIN, CA",900.0,dublin / pleasanton / livermore,2017-03-30,120,"['w/d in unit', 'street parking', 'no private bath', 'private room']"," HOUSEMATE WE ARE LOOKING FOR: Professional and has a full time job. Single only. Can present a proof of income, willing to undergo credit report and police report and etc. Very very clean, quiet and considerate. Never smoked of any form. No smoking of any form. No drugs of any form. No overnight guest. No pets. WHEN REPLYING, add contact information. RENT: $900.00 DEPOSIT: $500.00 ",,
http://sfbay.craigslist.org/eby/roo/6066032271.html,Room For Rent in Bishop Ranch with a 1 enclosed garage space,900.0,danville / san ramon,,,"['w/d in unit', 'detached garage', 'no private bath', 'private room']"," Room for Rent in quiet San Ramon condo built in 2015. Condo is a 3bd 2 ba in Bishop Ranch near restaurants, shops, hospitals and major businesses like AT&T, Chevron, GE, Kaiser and SAP LOOKING FOR: -Single Professional/currently employed and has a full time job. -Can present a one year proof of income, willing to undergo credit report and police report and etc. -Very very clean, quiet and considerate. INFO: RENT: $900 with shared bath with 1 person Shared utilities Unit has brand new appliances with w/d in unit Room is not furnished 1 space in a 2-car tandem garage is included 1 year/long term lease preferred THINGS TO CONSIDER: -Never/No smoking. -No drugs. -No overnight guest. -No pets. -Minimal/Light cooking do NOT contact me with unsolicited ",37.7562,-121.9522
http://sfbay.craigslist.org/eby/roo/6066343370.html,"ROOM FOR RENT IN DUBLIN, CA",1060.0,dublin / pleasanton / livermore,2017-04-21,120,"['furnished', 'w/d in unit', 'no smoking', 'street parking', 'private bath', 'private room']"," HOUSEMATE WE ARE LOOKING FOR: Professional and has a full time job. Single only. Can present a proof of income, willing to undergo credit report and police report and etc. Very very clean, quiet and considerate. Never smoked of any form. No smoking of any form. No drugs of any form. No overnight guest. No pets. Own shower. Internet and Cable included. WHEN REPLYING, add cellphone information so we can contact you. RENT: $1,060.00 DEPOSIT: $500.00 ",,
http://sfbay.craigslist.org/eby/roo/6069055098.html,Shared living room,500.0,"hercules, pinole, san pablo, el sob",2017-05-01,400,"['w/d in unit', 'street parking', 'no private bath', 'room not private']"," Available on 5/1/17. $500 covers rent + all utilities (PG&E, Internet, Water, Garbage collection) Move-in cost is first month rent + $300 in security deposit Access to half-bathroom downstairs, upstairs shower, and kitchen. Washer and dryer in unit. Close to 72, 72R and 74 lines to Richmond and El Cerrito Del Norte BART stations. Walking distance from San Pablo Supermarket. Easy access to Hwy 80. You will be sleeping on an air mattress and sharing this space with one guy in his 30's, very considerate, and a UCBerkeley student. ",37.963323,-122.336481
http://sfbay.craigslist.org/eby/roo/6108046995.html,Room available for rent in spacious 2 bedroom apartment,1020.0,emeryville,2017-04-28,1103,"['no private bath', 'private room']"," Located in a great area, Artistry is surrounded by a multitude of Shopping outlets (Gap, Uniqlo, Aldo Shoes), Restaurants (HOT ITALIAN, Doyle Street Cafe, Los Moles) and as well as Public Transit access (Emery-Go-Round, AC-Transit and the BART). The actual apartment is a 2 bedroom & 2 bathroom with a lot of common area to be shared. Comes with an in unit washer and dryer. We want to bring in 1 more for the last open room. The rent would be $1000 and the deposit is equal to a month's rent. It's a 12 month lease and no pets. Thanks for reading. If you're interested, please select a time here: http://apthomie.com/artistry?c=clp_ba ",37.8071,-122.2851
http://sfbay.craigslist.org/eby/roo/6108048910.html,ROOM FOR RENT,,san leandro,,,"['laundry on site', 'no private bath', 'private room']"," GOT A ROOM FOR ROOM FOR RENT. SECURITY DEPOSIT200.00 AND 600.00 A MONTH INCLUDES WATER, AND ELECTRICITY, GARBAGE AND WIFY. NO DRINKING OR SMOKING NO VISITORS, MAY CHANGE IN FUTURE ANY QUESTION FEEL FREE TO ASK. THANKS ",37.7024,-122.124
http://sfbay.craigslist.org/eby/roo/6097804665.html,$680 Big room in Fremont Mission for rent,,fremont / union city / newark,,,"['furnished', 'laundry on site', 'no smoking', 'no private bath', 'private room']"," We are renting a room in our 2 story home located in Fremont Mission school area. It's a very good and safe neighborhood. It's a quiet, clean furnished room. You share a high-speed internet wifi, washer, dryer, and remodeling bathroom. Available to rent on 05/20/2017. Please light cooking. We are a simple household and rent to 1 person per room. Prefer professional or student close to this area. Welcome to verbal or text show contact info or email for more detail or to make an appointment to see your room. Thanks! ",37.5176,-121.9287
http://sfbay.craigslist.org/eby/roo/6072789540.html,Medium-small room in Berkeley Craftsman,1025.0,berkeley,2017-05-03,105,"['cats are OK - purrr', 'off-street parking', 'no private bath', 'private room']"," Hello, and Happy Springtime! We are currently looking for the right person to join our household. As of May 1st, we will have available for rent, a small-medium sized bedroom, (105sq.ft.) in our very nice 3 bedroom/2 bathroom house. The room is quaint, has two windows, and a large closet, and has been an ideal space for native and foreign college students/post grads, as well as others. The rent is $1025 per month, {not including utilities, (PG&E, EBMUD, and AT&T Wireless) which we share and split evenly among the housemates; averaging approximately another $100/month}. Our preference is a six month to year commitment, but may be willing to accept a shorter tenancy. First, Last and Deposit are required upon move in. The house is centrally located in Berkeley, and is within walking/biking distance to the UC. The house is small, homey, very charming and sunny, and has hardwood floors throughout. The neighborhood is safe and clean and primarily consists of single family homes. Our neighbors are all very friendly and considerate, and tend to keep an eye out for one another. Our house is also close to both the Downtown Berkeley and Ashby BART stations, and freeway access is just over a mile away. Several yummy restaurabnts are also just a few blocks away. Free street parking throughout the neighborhood is also readily available. The house is shared with a native, mellow Berkeley elementary school teacher, (and his two kids; half-time) whom have lived in the house 4.5 years, and two Italian Graduate Students. Together, we are looking to share our home with a clean, relatively quiet, respectful, friendly, and honest tenant, who likes kids. We intend on finding someone who understands and respects the fact that the household is shared, and who can agree to live by our common and basic house rules and standards. Our kitchen is spacious and sunny, and has a beautiful old Wedgewood gas range. You would be sharing a bathroom with the students, as the other tenant and his children, have their own. We are also a cat friendly household. If you're interested in arranging a time visit, I have availability to show our place by appointment this weekend or next week if need be. Mahalo ",37.862496,-122.276502
http://sfbay.craigslist.org/eby/roo/6098960926.html,Shared room for Professionals in East Bay,1000.0,oakland downtown,2017-04-22,1291,"['no private bath', 'private room']"," Hey everyone :D I live in a brand new luxury apartment (2BR/2BA) which is a short walk from Emeryville Station or Amtrak. Perfect for the working professional who's always on the go; needs a relaxing place to rest and it has everything needed within a short walking distance. You can check out the apt here: http://aptbookings.co/artistry?c=clp_ba Apartment amenities include: -Stainless Steel Appliances -Hard Surface Flooring -In-home Washer and Dryer -Bay and Berkeley Hills Views Community amenities include: -Access Controlled Community -Underground Parking Garage (free) -24-hour Fitness Center (free) -Heated Outdoor Swimming Hot Tub -On-site Dog Park and Spa Walking distance from Emery-Go-Round, AC-Transit and the BART Rent will be $999 and the security deposit would be the same as a single month's payment. It's a 12 month lease and sadly no pets. ",37.8044,-122.2708
